barcode,name,cost,sell
8906012845139,دهن شعر فاتيكا وسط 100مل,1416,1750
6253803255731,ديتول الوزير 950مل مركز,3000,3500
5280270018256,واقي شمس 200مل pastil مشكل,1000,1500
8908007656164,شاي جوكر 900غرام علبه,6062,6500
8699383500171,نقانق الدجاج 340غ FRANKS,854,1000
8690612416904,بطاطس مجمده 900غ NART,2350,3000
6805699953675,معجون اسنان سنسوداين,2500,2750
140788141501652697,دجاج كوزده 1200كغم,5150,5500
140788141501652685,دجاج اكبلج 1300كغم,4350,5000
6281102102258,جبنه سالم مربع 6قطع,900,1000
6251597001374,عصير ليون زجاجي,407,500
3254551017780,حليب دوفيلاك بريما 400غ,13450,14000
6253002802125,حليب بريما Prima 3,7500,8000
6281007060561,حليب انفالاك 2 400غ,8250,9000
8681407000187,زيتون زير 850غ دبل معدني,1833,2000
6281100180241,حواصل الذهبي 400غرام ماعون,1100,1500
3600551126135,شامبو ايبك 450مل مشكل,1708,2000
6952612202515,بزاليا بالجزر الطازج 380غ معدني,427,750
8697901926229,حفاظات هاي بيبي مشكل,2400,3000
6291003633720,ادوار كرميل 27غ Adore,219,250
8680400901040,جل هس 1300غ HES,2478,2500
6260942600254,بزاليا مخلوط شايان معدني,417,750
8697422938480,نوغا جوز 1كغم كيس soray,4962,5500
9504000332068,دهن الدار 5لتر تنكه,10400,11500
6896416500036,برغل خشن 4كغم RAZ,4250,5000
8690526615301,بسكويت بالزبيب 123غ رول,685,750
8690526439662,بتيبور مني 175غ كيس,875,1000
8697842404039,معطر جو نسيم الخليج 350 ml,1167,1500
9555394513397,حليب مكثف 390غ معدني,875,1000
8998866809696,كبجينو توب 200غ كيس top,1150,1500
1982082100856,صلصه سدره مشكل 300غ,2088,2250
6260176504366,جكليت 1كيلو مشكل rana,1375,2000
8699243691841,صابون سائل 3لتر مشكل ايلوكس,3188,3500
5578019655757,خل الامراء الذهبيه بطل مشكل,458,750
8908004711149,تمن شازية 20كغ,31000,33000
8906089152895,تمن شازية 4.5كغ,7750,8250
6261686512797,استكان شاي زجاجي 6قطع PUMA,875,1000
8698995512329,زيت 1لتر نورس بطل,2100,2250
8698995515450,قهوه نورس 100غ زجاجي,4500,5000
8681771340001,نقانق دجاج 340غ مجمد HASTAVUK,875,1000
4820107359780,اجنحه دجاج كواليكو 900غ,3962,4500
6262240900456,سمك التونة 150غ مشكل بالماء وبالزيت ممتاز جنوب,958,1250
0165300300380002,معجون طماطم ارنوش 300غ,1125,1500
8697456427417,قهوه كافيه بون 40غ معدني,688,1000
6917790993082,خميره جلوريبان 90غ,312,500
8694587107928,كريم شانتي كاكاو kent,1417,1500
9556121027781,جوليز ليموند كاكاو 180غ le-mond,2600,3000
9772314750094,ماء ورد الطباخ 500مل بطل,459,750
8683420544624,خل ابيض الطباخ 500مل بطل,458,750
8683420538852,دبس التمر 900غ الطباخ علبه معدني,2000,2500
6281100514824,عصير اورجنال حبيبات 330مل,447,500
657479200020,مشن 250مل بطل زجاج,395,500
6251943001133,قليه عراقيه 400غ قوطيه,2250,2500
4823077608810,جكليت 1كغم كيس milky splash,6500,7000
8681407000996,لحم سمك التونة بالفلفل الحار 160غ زير,1416,1500
8681407000637,حمص 700غ zer,2400,2700
6691106080092,عطر SENSATION 100مل,4000,6000
6291106069778,عطر الشيوخ 100مل,4000,6000
8906149314928,عطر قصه 100مل QISSAH,4000,5000
8697449918656,شربت التونسا جنطه *48,3700,4250
8001189055487,علك الحياه life,2475,2500
8683655811461,تايت الجزيره 4كغم كيس ازرق,4250,4750
619185647490,برغل بالشعريه 10كغم داس كيس,8800,9500
61918564768,برغل ناعم داس 10كغم كيس,9000,9500
140788141501652724,فاصوليا الامانه كيلوات 25كغم,1800,2500
140788101652658,مكسرات عظم حامض,14500,15500
1501652660,جرزات لوز كيلوات,10750,12000
140788141501652632,قيسي باكيت 5كغم اصفر apricots,4600,5000
140788141501652659,حب رقي ناعم مصري,3700,4500
14141501652657,حب رقي خشن احمر,6500,7000
1407141501652659,حمص جرزات سعر الكيلو اصلي,4000,5000
6263541403424,خاثر سليمانيه سطل كبير مربع,2125,2500
1356651310,راشي الشمس 5كغم,25000,27000
6281007058001,جبن مراعي بلوك شيدر 250غ,3250,3500
140788141501652778,كاكاو 3كغم سطل sorbon,13500,15000
12500274134409,جبن السلام  500 مشكل,416,500
9556121026463,جوليز ليموند جبن 180غ عائلي,2600,3000
5907471408470,بسكت جيرارد برتقال 170غ عائلي,2250,2500
4820258641574,بسكت بورك كرونه 246غ,1800,2250
6253807843422,جوكو بار كيك مشكل chocobar,104,125
140788141501652763,دجاج بوادي 1700كغم,6630,7000
8427030008554,حليب سيميلاك نيوشور 400غ معدني,15000,16000
6260867402490,خاثر كل يوم كاسه صغير,750,1000
7874154854788,سماعه مير meer,2450,3500
6973847332099,راس شاحنه ثلاثي انستي,3500,5000
6977375901994,شاحن انستي شفاف مشكل ANSTY,4200,7000
6973847332235,هتفون سوبر مشكل super,2450,3000
9002490100070,ريد بول 250مل قوطيه red bul,1875,2000
8691707098357,امادا فيني تريو 40غ نستله,441,500
4820156637532,حلقوم مشبك كرونه 384غ,2250,2500
4820156635552,بسكت ميني نابليون 250غ كيس,1066,1250
6936044200257,ملمع دشبول سبراي AHR,2250,2500
3575410861376,حليب نكتاليا كولد 400غ,8750,9250
3574660149548,مرطب جونسون 200مل,833,2000
6287007092991,كبد سعودي ماعون,1400,1750
3254551018473,حليب دوفيلاك 400غ رقم2,8750,9500
8690587001150,معطر جسم سلازنجر slazenger,2500,3000
8690481016946,بسكت فنكر ايتاش finger صغير,218,250
8680400901675,منظف متعدد الاستخدامات HES,1500,1750
8680400903570,مزيل كلس هس 900مل hes,1291,1500
6972518491646,جوليت حلاقه 3*6 blade,1250,1500
4586123489633,كبه جامبو 350غرام كيس,2800,3000
8681407004338,سكر زير 5كغم,5750,6250
8934673122160,حليب ديالاك رقم3 400غرام,5000,5500
8698995515412,كتشب نورس 475غرام مشكل,895,1000
9501101941830,سكالوب دجاج 400غ بوادي,3020,3500
140788141501652692,دجاج بوادي 1400كغم,4390,6000
140788141501652690,دجاج بوادي 1200كغم,4620,5250
6952358174558,جلافه ملون 3قطع,584,1000
8690506545543,مكيف دورو Duru الاصلي,1480,1750
8683420544440,شطه حاره الطباخ كبير زجاجي,708,1000
627563857317,اسكريم كاسه whal,200,250
6267277700772,ايسكريم نايس عائلي nice,416,750
7640153864659,حليب نوترينا 400غ 2,7500,8000
8714563002129,حليب داياميل LF,10000,10500
748322145206,ايسكريم poppy ice u عود,209,250
140788141501652679,دجاج ديوم 1400كغم,4325,5000
6291003630767,ادور كرسبي adore كاكاو 24غ,219,250
8697916021131,كبسول غساله صحون 6قطع,7667,8000
6224008017141,نستله LAVERA,95,125
8681407006714,دهن زير 1.75مل سطل,4000,4500
6291003086939,ادوار حليب 26غ adore,219,250
9556085793821,ديلوكس ساندويج 184غ عائلي,2375,3000
8697426453767,يوروك سوت 100غ دائري,438,500
6260161521125,شنينه دوغ 1لتر كبير,884,1000
8697422938497,نوغا جوز 500غ كيس soray,2910,3500
6260580005848,قاصر 4لتر GURG,1250,1500
6260161563941,كرم كاكائومندقي 100غ كاله,860,1000
8694587102329,كاكاو 100غ باكيت kent,1417,1750
8682205457210,قهوه برازيلي زجاجي 80غ,1834,2250
6260068200574,بخاخ اعراس ثلج 300مل Joker,625,1000
6974184075014,عود اسنان مع خيط,454,750
6896416500043,برغل بشعريه 4كغم RAZ,4250,5000
8036904979328,حمص النسر الذهبي 450غ,1375,1750
6947727801739,كاستر قواطي تاكسا 300غ,1042,1500
8699243690769,قاصر ايلوكس 900مل,1020,1500
8682205455629,لحم قواطي بودرون بنكهة لحم البقر 340غ,875,1250
8934673200219,حليب مكثف كوين 380غ,875,1000
5907471400153,بسكت اوكراني جيرارد GERARD,229,250
8695154752411,قشطه الرحمه دائري cream cheese,395,500
8698995513067,برغل ناعم 700غ نورس,825,1000
863 334 709 5896,كشمش 1.5كغم باكيت هبي,4500,5000
8682205454950,بازلاء حب كوزال 380غ معدني,427,1000
8906052898096,قهوه برازيليه 40غ Rawand,750,1000
9556121026500,جوليز اوت مشكل 200غ oat25  le-mond,2600,3000
8683420544082,دبس الرمان الطباخ 700غ,967,1500
9556121026968,جوليز ليموند مشكل 90 و85 غ le-mond,1031,1250
9277013114869,صلصه نابليون الطباخ 570غ بطل,792,1000
8683420536148,كاكاو جاهز محلى الطباخ 75غ,833,1000
8036904979168,بهارات علبه النسر الذهبي مشكل,417,500
8697422635259,برغل خشن 700غ زير,875,1000
8681407000361,برغل ناعم مع شعريه 700غ زير,875,1000
8697422638656,معكرونه 500غ زير مشكل,687,1000
8697422638373,شعريه 500غ زير,687,750
655729339810,خل التفاح500غ الديك,833,1250
8690533771021,بسكت فنكر عائلي 900غ  6قطع,4263,4500
0162300022260015,ايسكريم بسكت marshal,200,250
8906149315499,عطر طاهر TAHIR,4000,5000
8906149315611,عطر ساره SARAH 100مل,4000,5000
1326521022010,تمن خيام 9كيلو شفاف,14464,16000
6260374027681,صابون سائل 500مل مشكل Derma,1167,1500
6253504112210,معطر توري 900 مل غسيل الملابس الملونه  touri,1917,2250
8693357263611,استكان تركي درزن 12قطعه,2167,2500
8697713831858,تايت لميس 2.5كغم كيس ازرق,2875,3500
6260000244383,دبس التمر بالشن صغير,791,1000
8697446560186,جل منظف اورجينال سطل,1600,2000
7524463256390,دهن ربوع كنعان 5لتر تنكه,10500,11000
165300300380010,باقلاء فول 25كغم الكرم,2240,2750
140788141501652660,حلقوم سعر الكيلو فل,1750,3000
8683420509944,مسحوق بيكنج باودر الطباخ,1417,1750
6281007032759,جبن مراعي مثلث صغير,854,1000
6260161509543,جبن عرب كاله 300غ بلم,1312,1500
634109221,لحم مثروم السلام صغير,781,1000
8690526006680,داريلو 180غ عائلي,1822,2000
6281100180227,كبد دجاج الذهبي سعودي 400غ,1600,2000
8697404260745,زيتون الرحمه شرائح صغير,875,1000
2331022045648,عجينه سمبوسه الرحمه 350غ,1200,1500
6451648469003,راشي الاخوين 5كيلو دبه,31000,32000
6260406202864,بسكت محشي عائلي كيس stefano,750,1000
6260406203199,بسكت سمسم عائلي كيس Twipsy,750,1000
8036904979397,برغل بشعريه النسر الذهبي 3,3285,4000
8055186351776,سكر كله شير 10كغم,11636,12000
5907471430785,بسكت جيرارد 165غ ميني كرواسون عائلي,1750,2000
6212551011037,ببسي بغداد 1.25لتر,833,1000
9501101941625,ناجتس دجاج بوادي 200غ كيس,1437,1750
6294017106501,حليب نيدو 1.800كغم معدني,32600,34000
6294017129128,حليب نيدو 900غ معدني,17500,18000
140788141501652760,تمن عربه 20كغم كيس,26750,28000
8691796000316,فنكر بزبز 700غ bizbize,2000,2500
140788141501652752,دهن خيام 15لتر سطل,41000,43000
6973847331894,كيبل ايفون وتايب سي انستي,3500,5000
6973847338046,راس شاحنه 20w pd ansty,4200,6000
1568183857921,دهن ست البيت 5لتر تنكه,10250,11000
8697449912708,قهوه محمود كولد زجاجي 100غرام,4528,5000
8697449910124,قهوه محمود كولد زجاج 50غرام,2771,3000
8697449912876,قهوه محمود 3*1كيس,3000,3500
140788141501652734,تايت الجزيره 20كغم كيس,18500,19500
9501101942530,قطع دجاج مقرمش بوادي 1000غ,5525,6000
6262754011686,معجون طبيت 1500كغم زجاجي,2500,2750
9556121027798,جوليز جب جوكو 208غ,2600,3000
8683907840416,عصير بوبل 350مل زجاجي مشكل,1000,1250
8680417213303,حمص التونسا زجاجي 500غ,875,1000
8691707092027,امادا شوكولوف 18غرام,218,250
8699141157005,امادا مود 40غ باكيت مشكل,441,500
8681407016652,زاهي سور دبه 4.2لتر sor,3500,4000
4820258642304,اصبع اسمر 150غ كيس,866,1000
4820008125040,كورن فلكس start 270g,1750,2000
8697449907865,حليب التونسا 2500كغم قوطيه,18500,19000
6260161503732,حليب تتر باك 1لتر كاله,1320,1500
140788141501652729,زاهي اوراس 10لتر جلكان,7273,8500
6298762240787,زيت زيتون الشفاعه 250مل زجاجي,1583,2000
6297508754359,معطر جسم شارلز 200مل SHLIS,2150,2500
8000500224281,نوتيلا B-ready  اصابع,444,500
140788141501652721,دجاج طبيعه 1100كغم,3430,3750
8901030669286,شامبو لايف بوي 680مل مشكل lifebuoy,1666,2500
8904492700016,زيت جونسون 200مل,1666,2000
140788141501652718,تايت نورا 20كغم كيس,16000,17000
3518070022367,حليب نوفلاك رقم 2,11250,12000
4823116810884,صدر دجاج 2كغم كواليكو,12540,13000
6253804984340,شعريه اليوم 200غرام,183,250
4823116811270,صدر دجاج سلطانه 2كغم كيس,11000,12000
8681863042110,نستله ويفر بقري voa,97,125
6253809912874,جبنه لاكريما 100غ مربع,444,750
51285555,خاثر الغزال 1700غرام سطل,1750,2000
6997201732189,مشط كهربائي نسائي,8000,10000
4603994010275,مكينه روسيه GEPACK,16000,18000
19800226,كبه موصلبه بقر 2قطع البركه,4333,4500
6247001212122,ايسكريم عود شلال,200,250
792649223918,جبنه مدخنه هزار مربع,521,750
9501101940123,دجاج الريان 1500كغم,6750,7000
9501101940093,دجاج الريان 1100كغم,5062,5500
5998207935575,جبنه بودا معدني 50غ,388,500
8908008980305,شاي مجيد 1كغم علبه,6000,6500
8698995515238,حامض ليمون نورس 500مل,520,750
8690526067711,اديكتو 30غرام adicto,889,1000
9501101940765,فيليه صدر دجاج 2كغم بوادي,14500,15000
9501101940628,ورك دجاج 900غ بوادي,3000,3500
9501101942011,بوب كورن دجاج بوادي 300غ,2333,2500
9501101941786,اصابع دجاج بوادي 400غ,3104,3500
9501101941823,بركر دجاج بوادي 400غ,2187,2500
8690146119869,مارشميلو كيس bebeto star,208,250
8691707091440,امادا نيكست 117غرام amada مشكل,1575,1750
8683420542705,صلصه الثوم الطباخ زجاجي 250غ,1000,1250
8714563002105,حليب داياميل TR,13000,13500
8714563002112,حليب داياميل TR2,13850,14250
7525569525519,كبه اسطنبول ماعون 3ق,2250,2500
6266824403319,عصير بلنكو 300مل leonard مشكل زجاجي,833,1000
9232259039000,تمن احمد 9كغم شفاف,16375,17000
6337101541724,خاثر هزار  1700غرام سطل مربع,2000,2000
8697288511223,نوغا فون FUN,97,125
8681407000316,دهن زير 3لتر قوطيه مدور,8250,8750
8699182384828,معطر جو اونو 350مل ONNO,875,1000
8691262712071,شامبو سيارات الاصلي 100مل RORAX,2667,3000
6260161559661,عصير لاكي جوس 400مل بطل,375,500
140788141501652669,دجاج ديوم 1500كغم تركي,4650,5500
140788141501652668,دجاج اربلج 1300كغم تركي,3850,4500
140788141501652664,تمن سلطان 25كغم كيس,34000,36000
633710498630,لبن دوغ نعناع كبير,834,1000
8681407015075,منظف زجاج 500مل ABC,813,1000
8697422636508,دبس رمان 1000غ زير,1583,1750
8934673001939,حليب  ديالاك دبل احمر 800غ رقم 2,11208,11500
9556085518776,بسكت ماري 298غ عائلي marie,1875,2000
8691066260020,هاي هاي علبه 48ق مشكل,3553,4000
6260161408808,كباب لحم بمينا 240غ مجمد,1300,1500
8680400902375,تايت سائل للغسالات 3لتر HES,4313,4750
8680400903297,قاصر ملابس ابيض هس HES,875,1000
6260424800790,جبنه بالقشطه نوبر بلم كبير,416,1000
634240148934,جبنه الايطاليه دائري شاو,213,250
6262004907325,كتشاب حار  550غ كاله دائري,979,1250
1561534534121219,زاهي ورده النرجس دبه,1000,1500
140788141501652636,راشي ابو سولاف كبير,5500,6000
6224001889288,جبن مثلثات البقره الصفراء,423,750
6254000348233,دبس الشمس زجاجي,1125,1500
6261122100137,ثوم معلب شابهار 680غ زجاجي,1750,2000
6262004910363,دبس رمان كاله صغير,771,1000
6260161537935,جبنة بالقشطه 200غ بلم كاله,875,1000
6260161536105,زبادي جاموس 800غ كاله,2325,2500
6917790972063,خمره 450غ صيني حلال,1550,2000
30140742,كلاصات عادي 6ق زجاجيsahand,1083,1500
6937914922255,شامبو اطفال 200مل Baby,667,1000
8698749810985,كيس نفايات AYMIRAM BIG,725,1000
8683420542699,صلصه ريزو زجاجي 275غ,1000,1250
8482305225873,معكرونه 700غ مشكل RAZ,650,1000
5456965583594,شعريه 3كغم RAZ,2500,3000
619185647612,برغل ناعم 500غ داس,525,750
619185647483,برغل خشن 10كغم داس,8800,9500
8690526442853,بتي بور محشي كاكاو 270غ 12 رول,2000,2250
6261739100056,عجينه بيتزه 400غ دوغايي كيس,1041,1500
8699243692909,تايت سائل ايلوكس 900مل,1750,2000
8699243693197,سائل غسيل العبايه 900مل ايلوكس,1583,1750
8699243693456,سائل غسيل الملابس 3لتر ايلوكس مشكل,5375,5500
8699243691087,فلاش ايلوكس 900مل,895,1250
6214009310136,زعتر المائدة 400غ,2250,2500
8697422637314,زيت دبه 4000مل زير,8750,9250
6263778000434,دهن حر سمن حيواني 500غ,6833,7500
6210201379131,جبنة دانو هزار مشكل,427,500
7467214521937,جبن نيو هزار مربع بيسون,521,750
8683655811218,تايت الجزيرة 2.5 كغم,2750,3000
8680400900715,تايت 3كغ روان rawan,2750,3250
4546895202359,خاثر غنم الوطنيه 1000غ,2250,2500
8410376000726,كيك مربع اسباني TROPICAL,3750,4250
8699050592027,عجينة كنافه 500غ marina,1666,2000
6260111361085,حلوة سكرية محشوة بالنعناع كاكل 250غ,768,1000
6281007023955,جبن كيري المراعي 6قطع,1375,1750
165300300380014,جبنه سالم كبير  زجاجي 230غ,2125,2500
8698995515467,قهوه نورس 200غ زجاجي,6833,7000
8698995510295,دبس رمان 350غ نورس,750,1000
8683347093731,سمسم اسود 500غ نورس,2150,2750
8698995512312,جريش  10كغم نورس,9300,10000
8698995512305,برغل وسط 10كغم نورس,9300,10000
8698995513777,برغل ناعم 10كغم نورس,9300,10000
8698995511896,برغل وسط 700غ نورس,825,1000
6788831588976,برغر دجاج 10قطع دار السلام مجمد,708,1000
2000270554812,شعرية 3كغ alroaa factory,1100,1500
8697713836310,تايت نورسن 3كغم Nursen,3062,3500
8682442293602,شامبو طفل 400مل ROUXS,604,1000
9470138230067,زيت نورسن 900مل بطل,1785,2000
5857576346378,جل الفعال 1كغم بلاستك,1708,2000
8436540822307,حمص حب الطازج 10غ زجاجي,791,1000
9277013114838,صلصه الباربيكيو الطباخ 570غ,1208,1500
9277013116412,خل تفاح الطباخ زجاجي 500مل,875,1000
9277013113091,ملح المائده 230غ الطباخ علبه,167,250
8683420537022,سميد ارميك 500غ الطباخ باكيت,1291,1750
8683420536131,كاكاو معجنات الطباخ 75غ,958,1250
8683420536438,بهارات تتبيله دجاج مشوي 140غ باكيت,1041,1500
8697422636782,ملح الطعام باليود 435غ بطل بلاستك,462,750
8697422639240,زيتون اخضر بلم 170غ زير,1104,1250
7869321360308,ملح الطعام 750 النسر الذهبي بختياري,333,500
8002617985062,برغل وسط 5كغ الديك بختياري,4800,5500
8690526093642,بسكت 198غ روله WHALA بندق,1715,2000
9501101890091,ايسكريم بسكت بومبو bombo,300,500
6691106074428,عطر انت حياتي 100مل اسود,4000,6000
8680865264421,اكياس شوي بالفرن  8قطع,200,500
62653060,سفره حجم وسط kharman,1438,1750
8683655810976,تايت الوزير 4كغم كيس مشكل,5125,5500
6253504115211,تايت توري 2000g Touri بنفسجي كيس,6000,7000
8697422631503,مايونيز زير 450غ,1166,1500
6294002400058,شطه فلفل حار هيرمان 88غ زجاجي,292,500
8682205451461,لحم بودرون مثروم 340غ عادي دائري,875,1000
8991002113558,كابتشينو كيس اصفر 20قطعه good day,4583,5000
8698995516884,مبيض القهوه نورس 200g علبه,2125,2500
8697422631251,مربه زير 380غ زجاجي,1250,1500
8699969122124,زينه كيك ئالين باكيت,750,1000
4796000556680,شاي محمود 400g ثلاث اشكال,3200,3500
6251059515470,citro مزيل شامل للبقع 750مل بخاخ,2500,3000
8698995510882,برغل خوش ناعم 500غرام,550,950
8698995511223,حمص خوش 500غرام,1600,2000
7501228499704,دهن السراج 5لتر تنكه,10250,11000
9631395092687,تمن جيهان 4.5كغم كيس,8875,9250
619185647445,برغل بالشعريه 5كغم كيس داس,4600,5250
5285007241686,زيت جيهان 900مل بطل,1915,2000
8901537070288,تمن دعوات 4.5كغم كيس,8625,9150
8002617012720,سكر 5كغم كله شير الديك,6140,6250
8036904980003,تمن النسر الذهبي 24كغم كيس,34000,35000
140788141501652639,فخاذ سعر الكيلو,2700,3000
8683420543276,دبس رمان 1لتر الطباخ,1459,2000
140788141501652656,حب كرع ابيض,5250,7000
1407501652660,فستق عبيد كيلوات,3200,4000
91191129162029,حليب ميلاك كيلوات miliac,5050,6000
8690547040021,بكم باودر كنتون,63,200
8690526673035,داريلو 35غ darelo,423,500
140788141501652783,دجاج بيك بلج 1300كغم,3975,5000
4605504535735,نستله روسي 42غ Korovka,213,250
140788141501652781,خاثر سلام جدريه فافون,1750,2000
8699969233301,ماجي دجاج سطل كولى روز,2280,2750
6281007031240,جبن فيتا لايت المراعي,1750,2000
8696368166148,كريم طبخ مرسين 500مل,1500,2000
6260265105948,حليب داي 200مل بطل مشكل,416,500
5780268742212,خاثر الشمال 1700 سلام,2000,2500
7702018489978,جوليت 6قطع 3 الاصلي gillette,5666,6500
5413149333437,تايت اريال 3كغم كيس,4000,4500
5013965322624,معجون اسنان كريست اصلي 100مل,1375,2000
140788141501652771,تمن جيهان 20كغم كيس,31500,33000
6291003091803,ادورو 13غ adoro,218,250
8690526096827,داريلو 144غ كيس عائلي,2500,2750
6291003087127,بسكت OH BOY مشكل,95,125
6260374104962,فازلين ازرق كبير petroleum,1083,1500
5998207939238,شرائح جبنه مطبوخه الرحمه 10ق 180غ,812,1000
140788141501652769,تمن كله شير 25كغم,50952,53000
8697422635754,مايونيز زير سطل 4100لتر,7500,8000
8697449112795,مبيض قهوه محمود 1كيلو كيس,5960,6500
8697449913293,مبيض قهوه محمود 400غ علبه,3857,4000
8697449916522,قهوه محمود كولد 200غرام,8270,9000
140788141501652768,جكليت ماك توفي mac toffee كيس,1375,1750
6260235301936,شطه حاره زجاجي كبار golden,791,1500
140788141501652767,دجاج بوادي 1000كغم,3900,4500
6261885300119,فلفل زجاجي Bahrami,750,1000
8690088101014,جلي علبه 135غ eatali,875,1000
628235190114,جلي 80غ كيس GUMMY RUSH مشكل,437,500
4820156630038,بسكت حلقات كرونه 250غ عائلي,1750,2000
8698881459820,ويفر تايكر 250غ كاكاو,916,1250
8682109801447,بسكت كريما تايكر عائلي 285غ مشكل,915,1250
4820156633374,بسكت حلاقات كيس 180غ crispy,875,1000
59002147,بسكت ماجيك ماستر master,450,500
6253807843798,كيك سفنجي layer,104,125
6253807841268,كيك مارشميلو dream دريم,104,125
4820258643196,بسكت كرونه 59غ garibaldi مشكل,215,250
8680400903778,منظف جام هس 500مل,750,1000
900055807527,لبن الوطنيه بطل صغير,216,250
7899567219351,بوردون احمر مربع الاصلي 340غ,2395,3000
3073781147063,جبن كيري زجاجي 240غرام,2166,2500
9780870079627,سفره سفري ماهان 700كغم,750,1000
8689542155090,خاثر عين الغزال سطل كبير,1750,2000
6253804982933,كرواسون مني bonjour كيس,416,500
140788141501652759,شاورما كواليكو 15كغم فل,62200,63000
80050278,ككو مدعبل ferrero rocher ذهبي,1680,2000
6262967600035,بطاطس كيس 800غ sarvestan,1500,2000
6260002681131,فلفل الرحمه 700غ زجاجي,833,1500
6260000568267,معجون طماطه الرحمه زجاجي 700غ,1333,1750
6261526601490,جبن بيتزا كانيار 400غ كيس احمر,1687,2000
5998207928553,جبنه مطبوخه هيما 100غ بلم,416,750
5998207934172,جبنه مطبوخه الرحمه مثلث,791,1000
6260687302093,جبنه بالقشطه صباح زجاجي صغير,791,1000
5998207935261,جبن هيما مربع 6ق,666,1000
140788141501652757,كبه دار السلام 4ق باكيت,1666,2000
140788141501652756,كبه حلب خيرات دار السلام ماعون,1000,1500
140788141501652755,دجاج اربلج 1400كغم,4200,5000
140788141501652754,دجاج كواليكو 2000كغم,6119,7000
140788141501652753,دجاج كواليكو 1700كغم,5306,6000
6937673802034,سماعه g6 مشكل,2100,3000
140788141501652751,ستاند سياره اخضر,2800,4000
6941950211228,سماعه موكسوم 78 moxom,2100,3000
140788141501652750,توصاله تايب سي سامسونك,2100,3000
6584223596518,طوق مير سماعه magnetic,5600,7000
140788141501652749,كيبل اواكس فل ملون,490,1500
6224002777171,عجينه بقلاوه الرحمه باكيت,2250,2500
2147719572867,ديتول الوزير دبه 5لتر,12250,13000
8697449915181,قهوه محمود 3*1 دبه 42ق,6500,7000
6260161511850,قشطه كاله ورديه باكيت 200غ,440,500
8697422631756,زيتون اسود 1كغم سطل,4750,5000
6281102721589,كبد انتاج سعودي 400غ,1400,1750
8001841131238,تايت سائل اريال 1.8كغم دبه,6562,7000
8001090723413,تايت اريال 10كغم عادي و اتوتماتيك,13875,15000
8690562010542,نستله citlembik احمر,100,125
6253506687556,حبيبات خوخ بي ام كبير,395,500
8692806085460,بسكت ملح salty,166,250
8692806086481,بسكت كريما cremo رول,166,250
8731379519429,علب جكليت هدايا مشكل معدني,4750,5000
6260000682741,بلكون اكياس نايلون pilgon,2666,3000
8690533006628,بوب كيك 200غ كاكاو,1625,2000
8680145680262,زيتون شرائح الارز اصفر معدني,812,1000
8908007656461,شاي الخان 1كغم دبه ذهبي,9625,10500
748322795296,عصير ام الربيعين 250مل*36,152,250
9501101944756,ناجتس دجاج بوادي 180غ كيس,500,1000
9501101941762,كباب دجاج بوادي 400غ باكيت,2520,3000
9640003000426,ايسكريم كاكاو باكيت,200,250
2820187020008,اجنحه اربلج 2كغم 6كيس,6666,7500
6194021179013,كيك دونات 50غ مشكل,218,250
9556121026975,جوليز بينوت جبن 84غ,1031,1250
7908642804327,شاورما دجاج مسحب 2.5كغم برازيلي,43000,44000
792649223932,لبن هزار كاسه 250مل,216,250
8683027477714,كبسول معطر غساله ملابس علبه,4000,5000
8682539003770,فنش كبسول غساله صحون ازرق 40ق,9000,9500
8682539002254,فنش كبسول غساله صحون اسود 40ق,9166,10000
8690570531114,اقراص كالكو منظف غساله الملابس 15ق,4083,5000
8681002385788,نوغا مارسليا 51غرام,208,250
5907769015410,بسكت كرات لوماركي 120غ lumarki,1785,2000
8680145680163,زيتون شرائح heja 370g,813,1000
6291107921372,معطر جسم خليجي مشكل,1750,2500
60018960,فازلين 100مل اصلي,1666,2000
6253803255052,منظف طباخ سترونغ 500مل,1541,2000
9501101940567,اجنحه دجاج بوادي 900غرام,3833,4250
140788141501652722,تايت التونسا عود 3كغم,4500,5000
8000500267035,Kinder delice 39g كيك,614,750
140788141501652720,دجاج طبيعه 1200كغم,3750,4000
6282717217214,معطر جسم ريكسونا بخاخ,1500,3000
6292626190140,معطر جسم هوت مشكل,1250,2500
8908012761549,شاي القيثاره 1كغم علبه,6062,6500
140788141501652717,دجاج الريان 1300كغم,5906,6500
19800781,همبركر ماكس دجاج كبير,3500,3500
8680400902832,تايت هس 9كغم عادي,10000,10500
7666322155052,ذره مقطع الطازج 400غ,500,750
8680805286100,مايوتشاب الطازج 340y,916,1250
8680805285882,صلصه تكساس الطازج 340غ,1375,1500
8694587154236,جلي 85غ kent  *6,666,750
8890014753991,جل سطل ميكا,1875,2000
140788141501652715,فخذ دجاج كواليكو 10كغم,2502,3500
4823116811317,ناجت دجاج مقرمش 250غ كيس كواليكو,949,1250
8690526008097,ككو اصابع  15غ petito,428,500
6294018801108,كلنس مطبخ صغير 2قطعه,875,1000
6253804984302,معكرونه اليوم 200غرام مشكل,184,250
6253804983749,معكرونه اليوم 500غرام مشكل,407,500
6253804983787,شعريه اليوم 500غرام,406,500
8700216021418,حفاضات اولويز نهاري تك,1281,1500
8700216242950,تايت تادي 2.5كغم باكيت Tide,7250,7750
8699873000624,جلاتين كيس 1كغم جوجو,3000,3500
5281200126058,جبس دكتور فود علبه sunshine,854,1000
